id,name,about,name_trans,about_trans
S_cr,美国红衫学院,红杉学院（CR）是一所公立的两年制社区学院，其主要校园位于加利福尼亚州的尤里卡。 它是Redwoods社区大学区的一部分，该区为四个县提供服务，并拥有两个分支校园以及三个附加站点。 主校区提供校园住宿。,american redshirt college,college of the redwoods cr is a public two year community college with its main campus in eureka california it is part of the redwoods community college district which serves four counties and has two branch campuses as well as three additional sites on campus accommodation is available on the main campus
S_GDRTVU,广东开放大学,广东开放大学是以现代信息技术为支撑，主要面向成人开展远程开放教育的新型高等学校。日前，国家教育体制改革领导小组办公室正式发文批准广东省12个项目为国家教育体制改革试点项目，其中，广东广播电视大学承担的“组建广东开放大学，探索终身教育模式”项目成为试点项目之一。这表明，广东开放大学创办工作已迈出了实质性的一步。目前，广东广播电视大学正按照国家教育体制改革领导小组办公室和广东省教育厅的文件要求，加紧制定和上报试点项目具体实施方案。,guangdong open university,guangdong open university is a new type of higher education institution supported by modern information technology and mainly provides distance and open education for adults recently the office of the national education system reform leading group officially issued a document approving 12 projects in guangdong province as national education system reform pilot projects among them the establishing guangdong open university and exploring lifelong education model project undertaken by guangdong radio and television university became one of the pilot projects  this shows that the establishment of guangdong open university has taken a substantial step currently guangdong radio and television university is stepping up its efforts to formulate and submit specific implementation plans for pilot projects in accordance with the document requirements of the national education system reform leading group office and the guangdong provincial department of education
S_xust,西安科技大学,"西安科技大学(Xi`an University of Science and Technology)，简称""西科大""，位于世界历史名城古都西安，是国家“中西部高校基础能力建设工程”建设高校，是教育部“卓越工程师教育培养计划”高校，是陕西省高水平大学重点建设院校之一。""",xi'an university of science and technology,xian university of science and technology referred to as xian university of science and technology is located in xian the worlds historical city the university is one of the key institutions for the construction of high level universities in shaanxi province 
S_MITx,麻省理工学院,麻省理工学院（Massachusetts Institute of Technology），简称麻省理工（MIT），坐落于美国马萨诸塞州剑桥市（大波士顿地区），是世界顶尖私立研究型大学。在世界高等学术殿堂中享有盛誉。有世界理工大学之最的美誉。麻省理工学院创立于1861年，在第二次世界大战后，麻省理工学院借由美国国防科技研究需要而迅速崛起  ；在二战和冷战期间，麻省理工学院的研究人员对计算机、雷达以及惯性导航系统等科技发展作出了重要贡献  。,mit,massachusetts institute of technology mit referred to as mit is located in cambridge massachusetts greater boston area and is the worlds top private research university it enjoys a high reputation in the worlds higher academic halls it has the reputation of being the best polytechnic university in the world mit was founded in 1861 after world war ii mit rose rapidly to meet the needs of us defense technology research during world war ii and the cold war mit researchers developed computer radar and inertial navigation systems and other technological developments have made important contributions
S_TsinghuaXTsinghuaX,清华大学,清华大学（Tsinghua University），简称“清华”，由中华人民共和国教育部直属，中央直管副部级建制，位列“211工程”、“985工程”、“世界一流大学和一流学科”，入选“基础学科拔尖学生培养试验计划”、“高等学校创新能力提升计划”、“高等学校学科创新引智计划”，为九校联盟、松联盟、中国大学校长联谊会、亚洲大学联盟、环太平洋大学联盟、清华—剑桥—MIT低碳大学联盟成员，被誉为“红色工程师的摇篮”。,tsinghua university,tsinghua university referred to as tsinghua is directly under the ministry of education of the peoples republic of china and directly managed by the central government at the deputy ministerial level it is ranked among the 211 project 985 project world class universities and first class disciplines and was selected experimental plan for cultivating top notch students in basic subjects plan for improving innovation capacity in colleges and universities and plan for introducing subject innovation and talents to colleges and universities are supported by the nine university alliance pine alliance chinese university presidents association asian university alliance and pacific rim university alliance a member of the tsinghua cambridge mit low carbon university alliance and is known as the cradle of red engineers
S_GZUCM,广州中医药大学,广州中医药大学（Guangzhou University of Chinese Medicine）是国家首批世界一流学科建设高校、广东省高水平大学建设单位、广东省“211工程”重点建设高校，首批实施“卓越医生（中医）教育培养计划”改革试点高校和承担“中医拔尖创新人才模式改革试点项目”高校，全国首批博士、硕士学位授予单位，拥有硕士研究生推荐免试资格，两次接受教育部本科教学工作水平评估结果均为优秀，入选国家建设高水平大学公派研究生项目、国家特色重点学科项目、卫生部临床药理研究基地、中国中医药师培训基地、国家大学生文化素质教育基地、中国政府奖学金来华留学生接收院校、全国深化创新创业教育改革示范高校。是拥有一级学科国家重点学科的两所中医药高校之一，也是拥有一级学科国家重点学科的唯一一所省属高校。,guangzhou university of traditional chinese medicine,guangzhou university of chinese medicine is one of the first batch of world class discipline construction universities in the country a high level university construction unit in guangdong province a key construction university of guangdong provinces 211 project and one of the first batch of universities to implement excellent doctors traditional chinese medicine education and training plan reform pilot universities and universities undertaking the pilot project for the reform of the top notch innovative talent model of traditional chinese medicine it is among the first batch of doctoral and masters degree awarding units in the country it has the qualification to be exempted from the examination for the recommendation of masters students the results of the undergraduate teaching work level evaluation by the ministry of education were excellent twice  selected into the national postgraduate program for building high level universities the national key subject project the clinical pharmacology research base of the ministry of health the training base for traditional chinese medicine practitioners in china the national cultural quality education base for college students the chinese government scholarship receiving institution for international students in china and the national deepening innovation model universities for entrepreneurship education reform it is one of the two universities of traditional chinese medicine with first level national key disciplines and the only provincial university with first level national key disciplines
S_edX,edX,edX是麻省理工和哈佛大学于2012年4月联手创建的大规模开放在线课堂平台。它免费给大众提供大学教育水平的在线课堂。,edx,edx is a massive open online classroom platform jointly created by mit and harvard university in april 2012 it provides college level online classes to the public for free
S_MicrosoftX,Microsoft,微软，是一家美国跨国科技公司，也是世界PC（Personal Computer，个人计算机）软件开发的先导，由比尔·盖茨与保罗·艾伦创办于1975年，公司总部设立在华盛顿州的雷德蒙德（Redmond，邻近西雅图）。以研发、制造、授权和提供广泛的电脑软件服务业务为主。最为著名和畅销的产品为Microsoft Windows操作系统和Microsoft Office系列软件，目前是全球最大的电脑软件提供商。,microsoft,microsoft is an american multinational technology company and the world leader in pc personal computer software development it was founded in 1975 by bill gates and paul allen the company is headquartered in redmond washington redmond near seattle mainly engaged in research and development manufacturing licensing and providing a wide range of computer software services the most famous and best selling products are the microsoft windows operating system and microsoft office series software it is currently the worlds largest computer software provider
S_NEU,东北大学,东北大学（Northeastern University），简称东大(NEU)，教育部直属的理工类研究型大学，坐落于东北中心城市沈阳，在河北省秦皇岛市设有东北大学秦皇岛分校，是世界一流大学建设高校、“211工程”和“985工程”重点建设高校，由教育部、辽宁省、沈阳市三方重点共建，入选“2011计划”、“111计划”、“卓越工程师教育培养计划”、“国家大学生创新性实验计划”等，为“21世纪学术联盟”成员高校，是我国在上世纪八十年代最早设立研究生院的三十二所高校之一、研究生招生三十四所自主划线高校之一，是中共中央1960年、1978年确定的全国重点大学，国务院在1981年首批批准的具有博士学位授予权的高校。,northeastern university,northeastern university referred to as neu is a science and engineering research university directly under the ministry of education it is located in the central city of shenyang in northeast china it has a northeastern university qinhuangdao branch in qinhuangdao city hebei province it is a world class university construction university the 211 project and 985 project focus on the construction of colleges and universities which are jointly constructed by the ministry of education liaoning province and shenyang city they have been selected into the 2011 plan 111 plan excellent engineer education and training plan and national college student innovation sexual experiment project and so on it is a member university of the 21st century academic alliance it is one of the first 32 universities in china to establish graduate schools in the 1980s and one of the 34 universities with independent marking for graduate admissions it is a national key university determined by the central committee of the communist party of china in 1960 and 1978 it was among the first universities approved by the state council in 1981 to confer doctoral degrees
S_HEBNU,河北师范大学,河北师范大学(Hebei Normal University)位于河北省石家庄市，是一所具有百年历史和光荣传统的省属重点大学。学校前身是于1902年创建于北京的顺天府学堂和1906年创建于天津的北洋女师范学堂。1996年6月，原河北师范大学、河北师范学院、创建于1952年的河北教育学院以及创建于1984年的河北职业技术师范学院合并，组建成新的河北师范大学，是中国较早成立、规模较大的高等师范院校之一。为省部共建大学、卓越教师培养计划实施高校之一。,hebei normal university,hebei normal university is located in shijiazhuang city hebei province it is a provincial key university with a century old history and glorious tradition the schools predecessors were shuntianfu academy founded in beijing in 1902 and beiyang womens normal school founded in tianjin in 1906 in june 1996 the original hebei normal university hebei normal college hebei education college founded in 1952 and hebei vocational and technical normal college founded in 1984 merged to form the new hebei normal university which is the earliest and largest university in china one of the larger normal colleges it is one of the universities jointly built by the province and the ministry and one of the universities implementing the excellent teacher training plan
S_snnu,陕西师范大学,陕西师范大学（Shaanxi Normal University）简称陕西师大、陕师大，坐落于古都西安，是中华人民共和国教育部直属重点综合性师范大学，国家“211工程”、“985工程优势学科创新平台”重点建设大学，是国家首批“双一流”世界一流学科建设高校 [1]  ，入选“111计划”、“2011计划”、“卓越教师培养计划”、”海外高层次人才引进计划“、“国家建设高水平大学公派研究生项目”，中俄教育类高校联盟、新丝绸之路大学联盟、长安联盟成员，国家师范生免费教育试点院校，中国政府奖学金来华留学生接收院校，是国家培养高等院校、中等学校师资和教育管理干部以及其他高级专门人才的重要基地，被誉为“教师的摇篮 ”,shaanxi normal university,shaanxi normal university referred to as shaanxi normal university or shaanxi normal university is located in the ancient capital of xian it is a key comprehensive normal university directly under the ministry of education of the peoples republic of china and a keystone of the national 211 project and 985 project advantageous discipline innovation platform jianshe university is one of the first batch of double first class world class discipline construction universities in the country 1 it was selected into the 111 plan 2011 plan excellent teacher training plan overseas high level talent introduction plan and national construction plan high level university publicly sponsored graduate program a member of the china russia educational universities alliance the new silk road university alliance and the changan alliance a national pilot institution for free education for normal students a chinese government scholarship receiving institution for international students in china and a national training institution of higher learning it is an important base for teachers education management cadres and other senior professionals in schools and secondary schools and is known as the cradle of teachers
S_YAU,延安大学,延安大学（Yan’an University）简称“延大”，坐落于革命圣地延安，是毛泽东同志亲自命名、中国共产党创办的第一所综合性大学，由中华人民共和国教育部与陕西省人民政府共建。是“卓越医生教育培养计划”试点高校、陕西省属重点大学、陕西省省属高水平大学、国家大学生文化素质教育基地，是中国人民大学、北京理工大学、北京化工大学等国家重点高校对口支援高校,yan'an university,yanan university referred to as yanda is located in yanan the holy land of revolution it is the first comprehensive university named by comrade mao zedong himself and founded by the communist party of china it was jointly built by the ministry of education of the peoples republic of china and the peoples government of shaanxi province  it is a pilot university for the excellent doctor education and training plan a key university in shaanxi province a high level university in shaanxi province and a national cultural quality education base for college students it is a counterpart supporter of national key universities such as renmin university of china beijing institute of technology and beijing university of chemical technology college
S_HAUT,河南工业大学,河南工业大学（Henan University of Technology）位于河南省省会郑州，由河南省人民政府和国家粮食局共建，入选中西部高校基础能力建设工程、卓越工程师教育培养计划、卓越农林人才教育培养计划、2011计划。,henan university of technology,henan university of technology is located in zhengzhou the capital of henan province it was jointly built by the henan provincial peoples government and the state grain administration it was selected into the basic capacity building project of central and western universities the outstanding engineer education and training program and the outstanding agricultural and forestry talent education and training program in 2011 plan
S_SEU,东南大学,东南大学（Southeast University），简称“东大”，位于江苏省会南京市，是中华人民共和国教育部直属的中央直管、副部级全国重点大学，著名的建筑老八校及原四大工学院之一，国家首批“211工程”、“985工程”、“双一流”入选高校，世界一流大学建设高校，并入选“卓越工程师教育培养计划”、“卓越医生教育培养计划”、“国家大学生创新性实验计划”、“国家建设高水平大学公派研究生项目”、“2011计划”、“111计划”、“教育部来华留学示范基地”，是“卓越大学联盟”、“中俄工科大学联盟”、“中欧工程教育平台”、“长三角高校合作联盟”主要成员。,southeast university,southeast university referred to as eastern university is located in nanjing the capital of jiangsu province it is a national key university directly managed by the central government and deputy ministerial level directly under the ministry of education of the peoples republic of china it is one of the famous eight old schools of architecture and the original four major engineering schools 1 the countrys first batch of 211 project 985 project and double first class universities were selected into universities world class university construction universities and selected into the excellent engineer education and training program excellent doctor education and training program and national college student innovation experimental experimental plan nationally constructed high level university publicly sponsored postgraduate project 2011 plan 111 plan ministry of education demonstration base for studying in china is the excellent university alliance china russian engineering university alliance  china europe engineering education platform and yangtze river delta university cooperation alliance main members
S_sict,山东商业职业技术学院,山东商业职业技术学院（Shandong Institute of Commerce and Technology），是经教育部批准设立的省属高职院校，学校是国家示范性高职院校、国家建设类技能型紧缺人才培养试点高校、全国职业教育先进单位、全国毕业生就业典型经验（高校）50强高校，山东省教育工作先进单位、山东省德育示范高校、山东省首批大学生创业教育示范校 、第一批山东省优质高等职业院校建设工程立项建设学校。学校溯源于1936年的济南私立惠鲁工商职业学校和1945年的青岛私立商科职业学校，历经山东省供销合作干部学校、商业部兽医专科学校、山东财经学院中专部、山东省商业学校（山东省商业职工大学）等办学时期，1999年3月，经教育部批准，由山东省商业职工大学和山东省商业学校组建而成。,shandong vocational and technical college of commerce,shandong institute of commerce and technology is a provincial higher vocational college approved by the ministry of education the school is a national model higher vocational college a national pilot university for training construction type skilled talents in short supply and a national advanced unit of vocational education one of the top 50 universities with typical graduate employment experience college in the country advanced unit of education in shandong province moral education demonstration university in shandong province the first batch of college student entrepreneurship education demonstration schools in shandong province and the first batch of high quality higher vocational colleges in shandong province the school construction project was approved to build the school the school traces its origins to jinan private huilu industrial and commercial vocational school in 1936 and qingdao private business vocational school in 1945 it has gone through shandong provincial supply and marketing cooperation cadre school ministry of commerce veterinary college shandong university of finance and economics technical secondary school shandong provincial business school shandong provincial commerce and staff university and other school running periods in march 1999 with the approval of the ministry of education it was established by shandong provincial commerce and staff university and shandong provincial business school
S_BurgundyX,勃艮第大学,第戎大学创建于 1722年，是一所文理综合的国立大学，现有大学生、研究生30000佘人，其中包括来自世界90多个国家的1700多名外国大学生和研究生。大学有权授予30多个专业的硕士、博士文凭，每年开设200多门专业课程，8000多名大学生和研究生获得毕业文凭。近1900多名教师、研究员、工程师和技术人员在大学近70多个研究所（室）从事各类科技研究工作。,university of burgundy,founded in 1722 the university of dijon is a comprehensive liberal arts and sciences national university with 30000 undergraduates and graduate students including more than 1700 foreign undergraduates and graduate students from more than 90 countries around the world the university has the right to award masters and doctoral diplomas in more than 30 majors offers more than 200 professional courses every year and more than 8000 college students and graduate students receive graduation diplomas nearly 1900 teachers researchers engineers and technicians are engaged in various scientific and technological research work in nearly 70 research institutes offices of the university
S_SWU,西南大学,西南大学（Southwest University），简称“西大”，主体位于重庆市北碚区，坐落于缙云山麓、嘉陵江畔，“双一流”世界一流学科建设高校，位列国家“211工程” 、“985工程优势学科创新平台”，入选“111计划”、“2011计划”、“卓越农林人才教育培养计划”、“卓越教师培养计划”，是中华人民共和国教育部直属，教育部、农业部与重庆市共建的综合性全国重点大学。,southwest university,southwest university referred to as western university is located in beibei district chongqing city it is located at the foothills of jinyun mountain and the jialing river it is a double first class world class discipline construction university and ranks among the national 211 project and 985 project advantages discipline innovation platform was selected into the 111 plan 2011 plan excellent agricultural and forestry talent education and training plan and excellent teacher training plan it is directly under the ministry of education of the peoples republic of china and jointly established by the ministry of education the ministry of agriculture and chongqing municipal government a comprehensive national key university
S_xauat,西安建筑科技大学,西安建筑科技大学（Xi`an University of Architecture and Technology）简称“西建大”，坐落于古都西安。是中国“建筑老八校”之一，原中华人民共和国冶金部重点建设高校。,xi'an university of architecture and technology,xian university of architecture and technology referred to as xijian university is located in the ancient capital of xian it is one of the eight old architectural schools in china and a key construction university of the former ministry of metallurgy of the peoples republic of china
S_教育部在线教育研究中心,教育部在线教育研究中心,教育部在线教育研究中心在教育部的指导下，依托清华大学的现有基础和学科优势，联合国内外研究力量，开展大规模开放在线教育理论、教学模式与教学方法以及课程共享应用研究，推动基于网上开放课程建设和共享的教育观念、教育模式、教学方法和学习方式等教育教学改革以及制度创新。,ministry of education online education research center,under the guidance of the ministry of education the online education research center of the ministry of education relies on the existing foundation and disciplinary advantages of tsinghua university and unites domestic and foreign research forces to carry out large scale open online education theory teaching models and teaching methods and curriculum sharing application research and promote education and teaching reforms and system innovations such as educational concepts educational models teaching methods and learning methods for the construction and sharing of online open courses
S_ZJFF,浙江纺织服装职业技术学院,浙江纺织服装职业技术学院（Zhejiang Textile and Fashion College）由宁波市人民政府举办，是一所公办全日制普通高等职业教育院校，学校是浙江省示范性高等职业院校。,zhejiang vocational and technical college of textile and clothing,zhejiang textile and fashion college is organized by the ningbo municipal peoples government it is a public full time general higher vocational education college the school is a model higher vocational college in zhejiang province
S_ZZU,郑州大学,郑州大学（Zhengzhou University），简称“郑大”，是中华人民共和国教育部与河南省人民政府共建全国重点大学，首批国家“双一流”世界一流大学、“211工程”、中西部“一省一校”重点建设高校、“海外高层次人才引进计划”、“中西部高校综合实力提升工程”，“卓越工程师教育培养计划”、“卓越法律人才教育培养计划”、“卓越医生教育培养计划”、“国家建设高水平大学公派研究生项目”、“国家大学生创新性实验计划”入选高校，拥有国家大学科技园，具有自主招生资格。,zhengzhou university,zhengzhou university referred to as zhengzhou university is a national key university jointly established by the ministry of education of the peoples republic of china and the peoples government of henan province it is one of the first batch of national double first class world class universities 211 project and first class in the central and western regions provincial first school key construction universities overseas high level talent introduction plan central and western universities comprehensive strength improvement project excellent engineer education and training plan excellent legal talent education and training plan excellent doctor education and training plan  nationally sponsored postgraduate program for building high level universities and national college student innovative experimental plan were selected as universities it has a national university science and technology park and has independent enrollment qualifications
S_GZLIS,广州市轻工职业学校,广州市轻工职业学校是广州市教育局直属的唯一一所以先进制造业专业为主的国家级重点职业学校。目前学校为适应广州市经济发展设置上正向技术支持、设备维护与维修等服务类专业拓展，是广东省教育厅批准的与广东轻工职业技术学院、广州铁路职业技术学院和广东省水利电力职业技术学院等高职院校实行三二分段对口自主招收大专生的试点学校，是与广州市广播电视大学联合办学培养大专生、本科生的学校，并设有经广州市劳动和社会保障局批准的职业技能鉴定所。,guangzhou light industry vocational school,guangzhou light industry vocational school is the only national key vocational school directly under the guangzhou municipal education bureau that focuses on advanced manufacturing at present in order to adapt to the economic development of guangzhou the school is expanding into service majors such as technical support equipment maintenance and repair etc it is approved by the guangdong provincial department of education and is cooperating with guangdong light industry vocational and technical college guangzhou railway vocational and technical college and guangdong provincial water conservancy and electric power vocational and technical colleges and other higher vocational colleges are pilot schools that independently recruit college students in three two segments it is a school jointly run with guangzhou radio and television university to train college students and undergraduates it also has a labor and social security agency in guangzhou vocational skills appraisal institute approved by the bureau
S_sztsinghua,清华大学深圳研究生院,清华大学深圳研究生院是清华大学和深圳市合作创建的高层次人才培养基地和科技创新基地，直属清华大学，为清华大学唯一的异地办学机构，是清华大学教育改革的试验田和创建世界一流大学的重要组成部分。,tsinghua university shenzhen graduate school,tsinghua university shenzhen graduate school is a high level talent training base and technological innovation base jointly established by tsinghua university and shenzhen city it is directly affiliated with tsinghua university and is tsinghua universitys only off site school important component
S_CSU,中南大学,中南大学（Central South University），简称“中南”，位于湖南省长沙市，是中央直管、教育部直属的副部级大学，全国重点大学，国家首批“双一流”、“211工程”、“985工程”建设高校，“111计划”、“2011计划”入选高校，也是中国-中亚国家大学联盟、中俄交通大学联盟重要成员。学校于2000年由原中南工业大学、长沙铁道学院、湖南医科大学合并组建而成，其最早溯源可追寻到1903年创办的湖南高等实业学堂和1914年创办的湘雅医学专门学校。学校学科门类齐全，是一所以工学和医学为特长，涵盖理学、文学、法学、经济学、管理学、哲学、教育学、历史学、艺术学，辐射军事学的综合研究型大学。,central south university,central south university central south university referred to as central south is located in changsha city hunan province it is a vice ministerial university directly under the central government and directly under the ministry of education it is a national key university and one of the first batch of double first class and 211 project in the country the 985 project builds universities and the 111 plan and 2011 plan are selected universities it is also an important member of the china central asian countries university alliance and the china russia jiaotong university alliance the school was established in 2000 by the merger of the former central south university of technology changsha railway institute and hunan medical university its earliest origins can be traced back to hunan higher industrial school founded in 1903 and xiangya medical college founded in 1914 the school has a wide range of disciplines and is a comprehensive research university specializing in engineering and medicine covering science literature law economics management philosophy education history art and radiating military science
S_NBCCx,宁波城市职业技术学院,"宁波城市职业技术学院于2003年3月经浙江省人民政府批准设置而成。学校的前身--宁波大学职业技术教育学院，创建于1992年，是浙江省最早开展全日制高等职业技术教育的机构，曾被原浙江省教委确定为省职业技术教育师资培训基地。2001年，""""旅游管理与服务""""专业被教育部确定为高职高专教育教学改革试点专业。 学校拥有两个校区，本部校区地处宁波鄞州高教园区，溪口校区位于景色秀丽的国家重点风景名胜区、国家AAAAA级风景旅游区奉化溪口。学校下设商贸、信息、艺术、旅游、外国语、景观生态环境、财会金融、国际交流、成人教育学院等9个二级学院及基础课教学部、思政理论课教学部，聘请国内外知名教授担任部分二级学院院长。学校现有教职工478人，全日制高职专科学生8630人，本科生1126人。""",ningbo city vocational and technical college,ningbo city vocational and technical college was established in march 2003 with the approval of the zhejiang provincial peoples government the schools predecessor ningbo university vocational and technical education college was founded in 1992 it was the first institution in zhejiang province to carry out full time higher vocational and technical education it was once designated as the provincial vocational and technical education teacher training base by the former zhejiang provincial education commission in 2001 the tourism management and service major was designated by the ministry of education as a pilot major for teaching reform in higher vocational colleges the school has two campuses the main campus is located in ningbo yinzhou higher education park and the xikou campus is located in fenghua xikou a beautiful national key scenic spot and a national aaaaa level scenic tourist area the school consists of 9 secondary colleges including commerce information art tourism foreign languages landscape and ecological environment accounting and finance international exchange and adult education college as well as the basic course teaching department and the ideological and political theory course teaching department it employs well known domestic and foreign professors as dean of some secondary colleges the school currently has 478 faculty members 8630 full time vocational college students and 1126 undergraduate students 
S_UST,中国人民解放军陆军工程大学,中国人民解放军陆军工程大学，以中国人民解放军理工大学和中国人民解放军军械工程学院主体为基础于2017年组建，大学各组建单位办学历史可分别追溯至上世纪30至50年代在江西宁都创办的红军无线电训练班、在黑龙江哈尔滨创设的“哈军工”工兵工程系、在山东诸城创建的“军械干部训练队”、在江苏南京创立的“二野军大”和在吉林通化创始的东北民主联军工兵学校；是人才培养与科学研究并重、工程技术与作战指挥融合的教学研究型综合性大学。,chinese people's liberation army army engineering university,the chinese peoples liberation army army engineering university was established in 2017 based on the chinese peoples liberation army university of science and technology and the chinese peoples liberation army ordnance engineering college the history of each unit of the university can be traced back to the red army radio founded in ningdu jiangxi from the 1930s to the 1950s training classes the harbin military industry engineer and soldier engineering department founded in harbin heilongjiang the ordnance cadre training team founded in zhucheng shandong the erye military university founded in nanjing jiangsu and the northeast democratic alliance army engineer and soldier school founded in tonghua jilin  it is a comprehensive teaching and research university that attaches equal importance to talent cultivation and scientific research and integrates engineering technology and combat command
S_NU,南开大学,"南开大学（Nankai University, NKU），简称“南开” ，肇始于1904年，正式成立于1919年，是由严修、张伯苓秉承教育救国理念创办的综合性大学。1937年校园遭侵华日军炸毁，学校南迁，与北京大学、清华大学在湖南长沙合组国立长沙临时大学，1938年迁往云南昆明，长沙临时大学更名为国立西南联合大学 ，为中华民族振兴和国家富强作出了不可磨灭的重要贡献。1946年回天津复校并改为国立。新中国成立后，经历高等学校院系调整，成为文理并重的全国重点大学。",nankai university,nankai university nku referred to as nankai started in 1904 and was officially established in 1919 it is a comprehensive university founded by yan xiu and zhang boling adhering to the concept of saving the country through education in 1937 the campus was bombed by the japanese invaders the school moved south and joined forces with peking university and tsinghua university to form the national changsha provisional university in changsha hunan province in 1938 it moved to kunming yunnan province changsha provisional university was renamed national southwest associated university which is a national university of the chinese nation it has made an indelible and important contribution to the revitalization and national prosperity in 1946 he returned to tianjin to resume school and changed it to a national school after the founding of the peoples republic of china it underwent adjustments to colleges and universities and became a national key university with equal emphasis on arts and sciences
S_nku,南开大学,南开大学（Nankai University，NKU），简称“南开”，由中华人民共和国教育部直属，中央直管副部级建制，位列国家首批211工程、985工程、世界一流大学和一流学科建设高校，入选首批2011计划、111计划、珠峰计划、卓越法律人才教育培养计划、国家建设高水平大学公派研究生项目、教育部来华留学示范基地，为中国政府奖学金来华留学生接收院校、全国深化创新创业教育改革示范高校，学科门类覆盖文、史、哲、经、管、法、理、工、农、医、教、艺等，是“学府北辰”之一。,nankai university,nankai university nku referred to as nankai is directly under the ministry of education of the peoples republic of china and directly managed by the central government at the deputy ministerial level it is among the first batch of the countrys 211 project 985 project world class universities and first class discipline construction universities selected into the first batch of 2011 plan 111 plan everest plan outstanding legal talent education and training plan national high level university publicly sponsored postgraduate program ministry of education demonstration base for studying in china and is a receiving institution for chinese government scholarships for international students in china and deepening nationwide it is a demonstration university for innovation and entrepreneurship education reform its disciplines cover literature history philosophy economics management law science engineering agriculture medicine education art etc it is one of the beichen universities
S_ECUST,华东理工大学,华东理工大学（East China University of Science and Technology）简称”华理“（ECUST），位于上海市，是中华人民共和国教育部直属的一所具有理工特色，覆盖理、工、农、医、经、管、文、法、艺术、哲学、教育11个学科门类的研究型全国重点大学；国家首批世界一流学科建设高校，国家“211工程”、“985工程优势学科创新平台”重点建设高校，全国16所工科重点大学科技工作研讨会、高水平行业特色大学优质资源共享联盟成员，入选国家建设高水平大学公派研究生项目、111计划、卓越工程师教育培养计划、2011计划、新工科研究与实践项目、国家大学生创新性实验计划、国家级大学生创新创业训练计划、全国深化创新创业教育改革示范高校、中国政府奖学金来华留学生接收院校等；1956年全国首批招收研究生的学校之一，全国首批博士、硕士、学士学位授予单位，国家首批实施自主招生改革的22所高校之一，首批六所设有国家技术转移中心的创新型、综合类研究型大学之一。2018年，在QS世界大学排名和泰晤士高等教育世界大学排名中，均位列中国内地高校第26位；在ESI中国大学综合排名中，位列第28位。,east china university of science and technology,east china university of science and technology ecust referred to as ecust is located in shanghai it is a university with science and engineering characteristics directly under the ministry of education of the peoples republic of china covering science industry agriculture medicine economics it is a research oriented national key university in 11 disciplines including management liberal arts law art philosophy and education one of the first batch of universities in the country to build world class disciplines and a key university in the national 211 project and 985 project advantageous discipline innovation platform he is a member of the science and technology work seminar of 16 key engineering universities a high level industry specific university high quality resource sharing alliance and has been selected into the national high level university public postgraduate program the 111 plan the outstanding engineer education and training plan the 2011 plan and the new engineering research and practice project national college student innovative experimental program national college student innovation and entrepreneurship training program national demonstration university for deepening innovation and entrepreneurship education reform chinese government scholarship receiving college for international students in china etc one of the first schools to recruit graduate students in the country in 1956 and one of the first batch of colleges in the country it is a doctorate masters and bachelors degree awarding unit one of the first 22 universities in the country to implement independent enrollment reform and one of the first six innovative and comprehensive research universities with a national technology transfer center in 2018 it ranked 26th among universities in mainland china in both the qs world university rankings and times higher education world university rankings and ranked 28th in the esi chinese university comprehensive ranking
S_BUPT,北京邮电大学,北京邮电大学（Beijing University of Posts and Telecommunications），简称北邮，是中华人民共和国教育部直属，工业和信息化部共建的一所以信息科技为特色，工学门类为主体，管理学、文学、理学等多个学科门类协调发展的全国重点大学，是北京高科大学联盟成员高校。系国家“211工程”、“985工程优势学科创新平台”项目重点建设,beijing university of posts and telecommunications,beijing university of posts and telecommunications referred to as beijing university of posts and telecommunications is a university directly under the ministry of education of the peoples republic of china and jointly established by the ministry of industry and information technology it is characterized by information technology with engineering as the main subject management literature science etc it is a national key university with coordinated development of multiple disciplines and is a member of the beijing high tech university alliance it is a key construction project of the national 211 project and 985 project advantageous discipline innovation platform
S_YLVTC,杨凌职业技术学院,杨凌职业技术学院（Yangling Vocational & Technical College）简称“杨凌职院”，坐落于中国杨凌农业高新技术产业示范区，是1999年9月经教育部批准，由原34家国家级重点中专陕西省农业学校，陕西省水利学校和省部级重点中专陕西省林业学校合并改制而成的一所省属全日制普通高等职业院校。学院历史可追溯到1934年于右任先生和杨虎城将军创建的国立西北农林专科学校附设高职，是中国举办职业教育最早的院校之一。,yangling vocational and technical college,yangling vocational  technical college referred to as yangling vocational college is located in the yangling agricultural high tech industry demonstration zone in china it was approved by the ministry of education in september 1999 and was established by the original 34 national key technical secondary schools in shaanxi province the school is a provincial full time general higher vocational college that was transformed from the merger of shaanxi provincial water conservancy school and shaanxi provincial forestry school a provincial and ministerial key technical secondary school the history of the college can be traced back to the higher vocational school attached to the national northwest agriculture and forestry college founded by mr yu youren and general yang hucheng in 1934 it is one of the earliest colleges and universities in china to provide vocational education
