id,name,about,id_trans,name_trans,about_trans
T_董永辉,董永辉,湖北省创业研究会理事，第三届中国“互联网+”大学生创新创业大赛专家委员会委员，湖北省青年创业导师，湖北省“楚天同创工程”创业导师，湖北省大学生创新创业教练，各类创新创业大赛评委；主讲《职业生涯规划课程》曾获国家开放大学精品课程，出版《大学生职业发展与就业创业指导》教材一部，提出“创业计划书九宫格”理论，开发创新创业教育与专业教育专创融合“I DO”模式课程工具包；其教学成果《大学生创新创业教育“IPAD”模式探索与实践》获湖北省高校教学成果三等奖。,t_dong yonghui,dong yonghui,director of hubei provincial entrepreneurship research association member of the expert committee of the 3rd china internet  college students innovation and entrepreneurship competition hubei province youth entrepreneurship mentor hubei province chutian tongchuang project entrepreneurship mentor hubei province college student innovation and entrepreneurship coach various judge of the innovation and entrepreneurship competition lecturer on career planning course which was awarded as a quality course by the open university of china published a textbook career development and employment and entrepreneurship guidance for college students proposed the theory of entrepreneurship plan nine palaces and developed innovation and entrepreneurship education and professional education specially created and integrated i do model course toolkit its teaching achievement exploration and practice of college students innovation and entrepreneurship education ipad model won the third prize for teaching achievements in universities in hubei province
T_戚发勇,戚发勇,一直从事航海技能教学及相关研究工作，做为第一主编或共同主编出版了《个人安全与社会责任》、《安全熟悉培训》、《值班水手业务》等多本教材及教学参考书，有多篇教研论文发表。做为项目负责人组织了《天津市船舶水手职业培训包项目开发》、《非航海类专业学生上船前《安全熟悉培训》课程教学内容与实训方案的设计及实践》、《航海类专业合格证培训教学改革与实践》等项目的研究工作。参与了交通运输部海事局《海船船员适任培训硬件标准研究》等项目研究工作。曾获大连海事大学“泛洋”优秀教师奖。,t_qi fayong,qi fayong,he has been engaged in navigation skills teaching and related research work as the first editor or co editor he has published many textbooks and teaching reference books such as personal safety and social responsibility safety familiarity training duty sailor business etc published teaching and research papers as the project leader he organized the tianjin ship sailor vocational training package project development the design and practice of the safety familiarization training course teaching content and practical training program for non navigation major students before boarding the ship navigation major research work on projects such as certificate training teaching reform and practice participated in the research work of the maritime safety administration of the ministry of transport and other projects such as research on hardware standards for seafarer competency training won the pan ocean outstanding teacher award from dalian maritime university
T_鲁白,鲁白,清华大学医学院教授，研究兴趣涵盖认知神经科学与神经、精神疾病、遗传学与人类基因组研究等方面。他在美国国立卫生研究院（NIH）工作10余年，是神经营养因子调控突触和神经可塑性研究领域的国际权威和开创者之一。之后在葛兰素史克中国研发中心任副总裁，负责神经退行性疾病的药物研发。他从基础研究到转化医学、药物研发都具有丰富的科研和领导经验。 2013年10月起，他全职到清华大学医学院工作，全面负责医学院工作，并且建立科研团队进行神经退行性疾病药物研发和认知神经生物学方面的研究工作。,t_lu bai,lu bai,professor at tsinghua university school of medicine his research interests include cognitive neuroscience neurological and psychiatric diseases genetics and human genome research he has worked at the national institutes of health nih for more than 10 years and is one of the international authorities and pioneers in the field of neurotrophic factor regulation of synapses and neuroplasticity research later he served as vice president of glaxosmithkline china rd center responsible for drug research and development of neurodegenerative diseases he has extensive scientific research and leadership experience from basic research to translational medicine and drug development since october 2013 he has worked full time at tsinghua university school of medicine taking full responsibility for the medical school and establishing a scientific research team to conduct research on drug development for neurodegenerative diseases and cognitive neurobiology
T_杜永强,杜永强,杜永强  副教授，长期从事电学基础课教学与实践指导，教学经验丰富，教学深受学生好评。,t_du yongqiang,du yongqiang,du yongqiang associate professor has been engaged in teaching and practical guidance of basic electrical courses for a long time he has rich teaching experience and his teaching is well received by students
T_杨棉之,杨棉之,杨棉之，男，中国石油大学（北京）经济管理学院院长，教授，博士生导师，管理学博士。2018-2022教育部高等学校教学指导委员会会计学教指委委员、财政部全国会计（学术类）领军人才、中国会计学会财务管理专业委员会委员、安徽省第十三届人大财经委和常委会预算工委专家顾问。主讲课程：高级财务管理、财务管理专题。研究方向：资本市场财务与会计、公司业绩评价与激励机制、企业集团财务管控与资本运营。主持国家自然科学基金面上项目、教育部人文社科项目、高等教育振兴计划重大教学改革研究项目等多项国家、省部级项目以及企业重大招投标课题。在《会计研究》、《南开管理评论》和《审计与经济研究》等CSSCI来源期刊发表学术论文30余篇。,t_yang mianzhi,yang mianzhi,yang mianzhi male is the dean of the school of economics and management of china university of petroleum beijing professor doctoral supervisor and doctor of management 2018 2022 member of the accounting teaching steering committee of the higher education steering committee of the ministry of education national accounting academic leading talent of the ministry of finance member of the financial management professional committee of the accounting society of china and budget committee of the 13th anhui provincial peoples congress financial and economic committee and standing committee expert advisor to the working committee main courses taught advanced financial management financial management topics research directions capital market finance and accounting company performance evaluation and incentive mechanism enterprise group financial control and capital operation he has presided over a number of national provincial and ministerial level projects as well as major corporate bidding projects including the national natural science foundation of china humanities and social sciences projects of the ministry of education and major teaching reform research projects of the higher education revitalization plan he has published more than 30 academic papers in cssci source journals such as accounting research nankai management review and audit and economic research
T_朱桂萍,朱桂萍,朱桂萍，女，博士，副教授，博士生导师。2004年在英国曼彻斯特大学做访问学者半年。主讲《电路原理》、《电力电子电路的计算机仿真》， 以第一、二作者身份出版教材、专著4本。发表教学研究论文4篇。曾获北京市教学成果二等奖、北京市教育创新标兵、北京市高校第五届青年教师教学基本功比赛 一等奖、清华大学青年教师教学优秀奖、清华大学教学成果一等奖、清华大学优秀教学软件一等奖、清华大学第二届青年教师教学基本功比赛一等奖。,t_zhu guiping,zhu guiping,zhu guiping female phd associate professor doctoral supervisor in 2004 he worked as a visiting scholar at the university of manchester in the uk for half a year mainly lectures on circuit principles and computer simulation of power electronic circuits and has published 4 textbooks and monographs as the first and second author published 4 teaching research papers won the second prize of beijing teaching achievement award beijing education innovation model first prize of the 5th beijing university young teachers basic teaching skills competition tsinghua university young teacher teaching excellence award tsinghua university teaching achievement first prize tsinghua university outstanding the first prize of teaching software and the first prize of tsinghua universitys 2nd young teachers basic teaching skills competition
T_冯骁,冯骁,阿里云技术专家。阿里云ODPS sql执行引擎研发。,t_feng xiao,feng xiao,alibaba cloud technical expert alibaba cloud odps sql execution engine research and development
T_张吉泉,张吉泉,博士，副教授，贵阳市天然产物活性成分成药性研究创新团队负责人。2015年毕业于中山大学药学院，并于同年7月通过贵州省高层次人才引进“绿色通道”进入贵州医科大学药学院，从事本科生《药物化学》、《临床药物化学》等专业课程的教学工作。研究领域为：1）小分子靶向抗肿瘤药物研究；2）抗糖尿病药物研究；3）过渡金属参与的偶联反应研究。近两年，主持国家自然科学基金青年基金项目、贵州省科技计划重点项目、贵州省科技厅-贵州医科大学联合基金、贵州省卫计委科技基金、贵州医科大学博士启动基金及贵州省大学生创新创业训练项目等。相继以通讯或第一作者在国际药物化学权威期刊Journal of Medicinal Chemistry (2016)，有机化学著名期刊New Journal of Chemistry (2017)，RSC Advances (2016) 及 Organic & Biomolecular Chemistry (2015) 等上发表SCI论文5篇；以通讯或第一作者发表核心期刊论文5篇；参与申请PCT及中国发明专利13项；获贵州省教育厅颁发的贵州省高等学校科学研究优秀成果奖自然科学类三等奖1项（2014，第五完成人）。,t_zhang jiquan,zhang jiquan,phd associate professor head of the pharmaceutical research and innovation team of natural product active ingredients in guiyang graduated from the school of pharmacy of sun yat sen university in 2015 in july of the same year he entered the school of pharmacy of guizhou medical university through the green channel for high level talent introduction in guizhou province and engaged in teaching professional courses such as medicinal chemistry and clinical medicinal chemistry for undergraduates work the research fields are 1 research on small molecule targeted anti tumor drugs 2 research on anti diabetic drugs 3 research on coupling reactions involving transition metals in the past two years he has presided over the national natural science foundation youth fund project guizhou provincial science and technology plan key project guizhou provincial department of science and technology guizhou medical university joint fund guizhou provincial health and family planning commission science and technology fund guizhou medical university doctoral start up fund and guizhou provincial college student innovation entrepreneurship training programs etc published sci as corresponding or first author in the authoritative international journal of medicinal chemistry 2016 the famous organic chemistry journal new journal of chemistry 2017 rsc advances 2016 and organic  biomolecular chemistry 2015 5 papers published 5 papers in core journals as the corresponding or first author participated in the application for 13 pct and chinese invention patents won the third prize in the natural science category of the guizhou provincial colleges and universities scientific research outstanding achievement award issued by the guizhou provincial department of education 1 xiang 2014 fifth completer
T_梁勇,梁勇,"梁勇，博士，华南理工大学数学学院教师，研究方向为非线性波，长期主讲《微积分》，《线性代数》与《解析几何》等课程。两次荣获华南理工大学青年教师课堂竞赛第一名，获2017年教学优秀奖。主持华南理工大学中央高校基本科研业务费面上项目，参加国家自然科学基金项目4项。主持广东省教改项目1项，校级教改项目3项（其中重点项目1项），本科精品微课项目1项。
 
Liang Yong, Ph.D., teacher of the School of Mathematics, South China University of Technology. The research field is nonlinear wave. He has taught the ""Calculus"", ""Linear Algebra"" and ""Analytic Geometry"" and other courses for more than 14 years. He won the first-prize (Rank No. 1) in the Young Teachers' Teaching Competition of South China University of Technology for two times and won the 2017-Teaching Excellence Award. He presided over the Basic Research Funding for the Central University of South China University of Technology, and participated in four National Natural Science Foundation projects. He has presided over one Guangdong Province Education Reform project, three SCUT Education Reform projects (including one major project), and one Undergraduate Micro-Course project.",t_liang yong,liang yong,"liang yong phd is a teacher at the school of mathematics at south china university of technology his research direction is nonlinear waves he has been teaching courses such as calculus linear algebra and analytical geometry for a long time won first place in the south china university of technology young teachers class competition twice and won the 2017 teaching excellence award hosted the south china university of technologys central universities fundamental research funds project and participated in 4 national natural science foundation projects hosted 1 education reform project in guangdong province 3 school level education reform projects including 1 key project and 1 undergraduate quality micro course project

liang yong phd teacher of the school of mathematics south china university of technology the research field is nonlinear wave he has taught the calculus linear algebra and analytic geometry and other courses for more than 14 years he won the first prize rank no 1 in the young teachers teaching competition of south china university of technology for two times and won the 2017 teaching excellence award he presided over the basic research funding for the central university of south china university of technology and participated in four national natural science foundation projects he has presided over one guangdong province education reform project three scut education reform projects including one major project and one undergraduate micro course project"
T_丁晓茜,丁晓茜,"2002.09-2006.07 辽宁师范大学教育学院物理学（师范）专业 本
科；2006.09-2009.07 辽宁师范大学教育学院应用心理学专业 硕士研究生，硕士研究生期间，曾为2008年第五届世界心理治疗大会代表并做专题报告。 2009.09-2014.07 大连理工大学神经信息研究所生物医学工程专业，博士研究生，读博士研究生期间，共有8篇科研论文在国际学术期刊公开发表。代表作为：Short-term meditation modulates brain activity of insight evoked with solution cue [J]. （DING X. Q., TANG Y-Y., CAO C., DENG Y. Q., Wang Y., Xin X., Posner M. I.）.Social Cognitive and Affective Neuroscience, 在元认知心理干预技术研究所，担任中国辽宁师范大学、美国迈阿密大学和中国元认知心理干预技术研究所研究元认知心理干预技术合作组成员。 曾获得中国心理学会临床与咨询心理学专业机构认证的注册心理咨询师。",t_ding xiaoqian,ding xiaoqian,"200209 200607 bachelor of physics normal school of education liaoning normal university
department 200609 200907 masters degree in applied psychology school of education liaoning normal university during his masters degree he was a representative at the 5th world psychotherapy congress in 2008 and made a special report 200909 201407 200909 201407 phd candidate in biomedical engineering at the institute of neuroinformatics dalian university of technology during his phd studies a total of 8 scientific research papers were published in international academic journals representative work short term meditation modulates brain activity of insight evoked with solution cue j ding x q tang y y cao c deng y q wang y xin x posner m isocial cognitive and affective neuroscience at the institute of metacognitive psychological intervention technology serves as a member of the research cooperation group on metacognitive psychological intervention technology between liaoning normal university in china the university of miami in the united states and the china institute of metacognitive psychological intervention technology he is a registered psychological counselor certified by the chinese psychological societys clinical and counseling psychology professional organization"
T_付华,付华,"付华，教授，博士生导师，1989年7月毕业于武汉大学，获学士学位。1998年3月毕业清华大学，获理学博士。2000年9月至2002年4月美国俄亥俄州立大学化学系, 博士后。1989年8月至1998年12月在北京微量化学研究所工作。1999年1月至今在清华大学化学系工作，先后任讲师、副教授、教授。2000年获教育部全国优秀博士学位论文奖，第五届北京青年优秀科技论文一等奖，北京化学会优秀论文一等奖，2003年获教育部提名国家科学技术奖自然科学二等奖，入选教育部“优秀青年教师赞助计划”， 2004年获“清华之友－优秀教师奖励金” 二等奖，2005年入选教育部“新世纪优秀人才支持计划” ，2009年获“Thesis Advisor for 2009 Eli Lilly Asian Outstanding Graduate Thesis Award” 奖，2010年获“Thieme Chemistry Journal Award” 奖，2010年至2013年连续四年获清华大学“纪念梅贻琦学术论文奖” 二等奖。目前研究方向为：过渡金属催化的有机反应，生物活性分子的研究。已在化学领域权威学术期刊如Angew. Chem. Int. Ed.、J. Am. Chem. Soc.、Biochemistry、Chem. Eur. J.、Chem. Commun.、Adv. Synth. Catal.、Green Chem.、Org. Lett.、J. Org. Chem.等发表SCI学术论文170多篇，论文被国内外同行引用2000多次。目前主讲本科生《有机化学》(B)，研究生《生物有机化学》课程。",t_fu hua,fu hua,fu hua professor and doctoral supervisor graduated from wuhan university in july 1989 with a bachelors degree graduated from tsinghua university in march 1998 and received a doctor of science degree from september 2000 to april 2002 he was a postdoctoral fellow in the department of chemistry the ohio state university usa from august 1989 to december 1998 he worked at the beijing institute of microchemistry since january 1999 he has been working in the chemistry department of tsinghua university serving as a lecturer associate professor and professor in 2000 he won the national outstanding doctoral thesis award of the ministry of education the first prize of the 5th beijing youth outstanding scientific and technological paper award and the first prize of the beijing chemical society outstanding paper award in 2003 he was nominated by the ministry of education for the second prize of the national science and technology award in natural science and was selected the ministry of educations outstanding young teachers sponsorship program won the second prize of the friends of tsinghua   outstanding teacher award in 2004 was selected into the ministry of educations new century outstanding talent support program in 2005 and won the thesis advisor for 2009 eli lilly asian outstanding graduate thesis award the thieme chemistry journal award in 2010 and the second prize of tsinghua universitys mei yiqi academic thesis award for four consecutive years from 2010 to 2013 current research directions are organic reactions catalyzed by transition metals and research on biologically active molecules it has been published in authoritative academic journals in the field of chemistry such as angew chem int ed j am chem soc biochemistry chem eur j chem commun adv synth catal green chem  org lett j org chem etc have published more than 170 sci academic papers which have been cited more than 2000 times by domestic and foreign peers currently teaching organic chemistry b for undergraduate students and bioorganic chemistry for graduate students
T_施文洁,施文洁,施文洁：硕士，副教授，从事电学基础课教学十余年，参与多项国家级及省级教改课题，为校级教改课题负责人；参与教学改革项目获“教育部在线教育研究中心优秀项目奖”、贵州省高等教育教学成果三等奖”、“贵州理工学院首届教学成果特等奖”等系列奖项；个人两次荣获贵州理工学院教学竞赛“二等奖”；22018年度被教育部在线教育研究中心评为“智慧教学之星”,t_shi wenjie,shi wenjie,shi wenjie master associate professor has been teaching basic electrical courses for more than ten years participated in many national and provincial education reform projects and is the person in charge of school level education reform projects participating in teaching reform projects won the outstanding project award of the ministry of education online education research center  guizhou province higher education teaching achievement third prize guizhou institute of technologys first teaching achievement special prize and other series of awards individuals won the second prize in the guizhou institute of technology teaching competition twice in 2018 he was selected by the online education research center of the ministry of education rated as smart teaching star
T_李淑娟,李淑娟,李淑娟，讲师，具有多年Android授课经验。,t_li shujuan,li shujuan,li shujuan lecturer has many years of experience in android teaching
T_方小艳,方小艳,方小艳，硕士，陕西工业职业技术学院，慕课《高等数学》主讲教师，在学堂在线开课。,t_fang xiaoyan,fang xiaoyan,fang xiaoyan masters degree shaanxi industrial vocational and technical college is the main teacher of the mooc advanced mathematics which is held online in the school
T_陈永湘,陈永湘,陈永湘，博士，副研究员，2002年于湖南大学化学系获学士学位； 2007年于清华大学化学系获博士学位；2007-2011年先后获德国洪堡博士后基金和马普博士后基金资助，在马普分子生理所化学生物学系 Herbert Waldmann 教授的课题组从事博士后工作。于2011年7月获清华大学人才引进，进入化学系工作，任副研究员。目前主要从事多肽和蛋白质合成化学及其生物功能的研究。主讲课程：化学生物学（本科生）；合讲课程：有机化学 A2 （本科生）。,t_chen yongxiang,chen yongxiang,chen yongxiang phd associate researcher received his bachelors degree from the department of chemistry hunan university in 2002 and his phd from the department of chemistry tsinghua university in 2007 from 2007 to 2011 he was funded by the german humboldt postdoctoral fund and the max planck postdoctoral fund professor herbert waldmanns research group at the department of chemical biology institute of molecular physiology is engaged in postdoctoral work in july 2011 he was recruited by tsinghua university and joined the department of chemistry as an associate researcher currently he is mainly engaged in research on peptide and protein synthesis chemistry and their biological functions main course taught chemical biology undergraduate students co taught course organic chemistry a2 undergraduate students
T_马俊伟,马俊伟,马俊伟副教授，博士生导师。主要从事废物处理与资源化、污泥减量化、污染场地修复等固体废物管理和处理处置领域的研究。参与国家水专项、国家863课题、环保公益项目、科技支撑项目等多项国家级项目。以第一作者或通讯作者发表论文40余篇，获得授权发明专利1项，参与编写专著7部。曾获北京师范大学通鼎青年教师奖，北京师范大学本科教改示范课程，北京师范大学精品课程，北京师范大学第12届青年教师教学基本功大赛三等奖，北京师范大学第1届多媒体教学软件比赛优秀奖。,t_ma junwei,ma junwei,associate professor ma junwei doctoral supervisor mainly engaged in research in the fields of solid waste management and treatment and disposal such as waste treatment and resource utilization sludge reduction and contaminated site remediation participated in many national projects such as national water projects national 863 projects environmental protection public welfare projects and science and technology support projects he has published more than 40 papers as the first author or corresponding author obtained 1 authorized invention patent and participated in the preparation of 7 monographs he has won the beijing normal university tongding young teacher award the beijing normal university undergraduate education reform demonstration course the beijing normal university quality course the third prize in the 12th beijing normal university basic teaching skills competition for young teachers and the 1st beijing normal university multimedia teaching software competition excellence award
T_郝廷柱,郝廷柱,郝廷柱，2009年12月入伍，2011年9月考入中国人民武装警察部队学院消防指挥专业就读，2015年考入同校工程硕士灭火救援专业攻读硕士学位，2017年6月毕业，并在公安消防部队高等专科学校参加工作，在学员管理部学员二大队担任参谋，2018年6月调入训练部应急救援教研室从教。曾荣立三等功一次。,t_hao tingzhu,hao tingzhu,hao tingzhu joined the army in december 2009 in september 2011 he was admitted to the fire command major of the chinese peoples armed police force academy in 2015 he was admitted to the same schools engineering masters degree in fire fighting and rescue to study for a masters degree he graduated in june 2017 and worked in the public security firefighting department he joined the army college and served as a staff officer in the second cadet brigade of the cadet management department in june 2018 he was transferred to the emergency rescue teaching and research section of the training department to teach he was awarded third class merit once
T_郭华华,郭华华,郭华华：硕士，副教授，从事电学基础系列课程教学十余年，参与多项国家级及省级教改项目、主持校级教改项目多项；参与教学改革项目获“教育部在线教育研究中心优秀项目奖”、贵州省高等教育教学成果三等奖”、“贵州理工学院首届教学成果特等奖”等系列奖项；个人获贵州理工学院教学竞赛“三等奖”；,t_guo huahua,guo huahua,guo huahua master associate professor he has been teaching basic electrical courses for more than ten years he has participated in many national and provincial education reform projects and presided over many school level education reform projects he participated in teaching reform projects and won the outstanding project award of the ministry of educations online education research center  guizhou province higher education teaching achievement third prize guizhou institute of technologys first teaching achievement special prize and other series of awards individuals won the third prize in the guizhou institute of technology teaching competition
T_连宏萍,连宏萍,连宏萍，现任北京师范大学政府管理学院副教授、公共管理硕士教育中心副主任、政府管理研究院副院长，英国阿伯丁大学社会学博士，香港城市大学公共政策学系博士后。出版英文专著两部，在World Development、Journal of Contemporary China、Journal of Youth Studies、《中国行政管理》等中英文核心期刊发表论文10余篇，承担国家社会科学基金项目等课题若干。,t_lian hongping,lian hongping,lian hongping is currently an associate professor at the school of government of beijing normal university deputy director of the master of public administration education center and deputy director of the institute of government management she holds a phd in sociology from the university of aberdeen uk and is a postdoctoral fellow in the department of public policy at city university of hong kong he has published two monographs in english published more than 10 papers in core chinese and english journals such as world development journal of contemporary china journal of youth studies and chinese administration and undertaken several national social science fund projects
T_何莉,何莉,"何莉北京师范大学讲师。研究方向：身体活动与身心健康、健康行为与健康促进、医体融合与健康管理。 
个人经历 ：2003-2007 首都师范大学，历史学学士 。2007-2010 清华大学，教育学硕士 2010-2014 早稻田大学，运动医学，博士 。2017年北京大学公共卫生学院博士后出站 。2017年在体育与运动学院工作至今 。
主持或参与课题 ：国家自然科学基金、博士后面上基金、 国家自然科学基金 、 世界卫生组织等。",t_he li,he li,"he li is a lecturer at beijing normal university research directions physical activity and physical and mental health healthy behavior and health promotion medical and physical integration and health management 
personal experience 2003 2007 capital normal university bachelor of history 2007 2010 tsinghua university master of education 2010 2014 waseda university sports medicine phd in 2017 he became a postdoctoral fellow at peking university school of public health worked at the school of physical education and sports since 2017
host or participate in projects national natural science foundation of china postdoctoral admission fund national natural science foundation of china world health organization etc"
T_张静,张静,张静，硕士，副教授。主讲硕士研究生学术英语阅读课程。参与完成研究生英语教学改革相关课题7项，其中主持4项；发表相关学术论文数篇，并获得河北省高等教育学会高等教育科学研究成果三等奖。多次获得河北省及全国多媒体课件大赛奖项。,t_zhang jing,zhang jing,zhang jing master associate professor lectures academic english reading courses for postgraduate students participated in the completion of 7 projects related to postgraduate english teaching reform of which 4 were presided over published several related academic papers and won the third prize of the higher education scientific research achievement award of the hebei higher education association it has won many awards in hebei province and national multimedia courseware competitions
T_邵佳德,邵佳德,邵佳德，南京大学哲学系助理研究员，香港中文大学哲学博士。主要从事中国哲学、中国佛学、中国宗教史方向的研究。现主持、参与国家社科基金青年项目、教育部人文社会科学重点研究基地重大项目等多项课题，出版专著一部，在《世界宗教研究》、《哲学与文化》等期刊独立、合作发表学术论文多篇。,t_shao jiade,shao jiade,shao jiade is an assistant researcher in the department of philosophy of nanjing university and a phd in philosophy at the chinese university of hong kong mainly engaged in research on chinese philosophy chinese buddhism and chinese religious history he currently presides over and participates in many projects such as the youth project of the national social science fund and the major project of the key research base of humanities and social sciences of the ministry of education he has published one monograph independently and collaboratively in journals such as world religion studies and philosophy and culture many academic papers
T_张靖,张靖,张靖，男，清华大学自动化系副教授，博导，2001年本科毕业于清华大学数学科学系，2006年在清华自动化系获博士学位。主要研究兴趣包括：(1)硅芯片微型环芯腔实验；(2) 量子反馈控制及应用；(3) 量子纠缠的度量与控制。负责的课程包括：(1) 控制专题（本科）；(2) 非线性系统（研究生）；(3) 现代控制理论（研究生）。作为第一作者于2011年获国际自动控制联合会（IFAC）世界大会青年作者奖。2012年，入选清华大学基础学科青年人才支持计划（221计划）。,t_zhang jing,zhang jing,zhang jing male is an associate professor and doctoral supervisor in the department of automation tsinghua university he graduated from the department of mathematical sciences tsinghua university in 2001 and received his phd degree in 2006 from the department of automation tsinghua university the main research interests include 1 silicon chip micro ring core cavity experiment 2 quantum feedback control and application 3 measurement and control of quantum entanglement the courses he is responsible for include 1 control topics undergraduate 2 nonlinear systems graduate 3 modern control theory graduate as the first author he won the international federation of automatic control ifac world congress young author award in 2011 in 2012 he was selected into the tsinghua university basic discipline young talent support program 221 program
T_张靓,张靓,"张靓，副教授，博士生导师,硕士生导师。1997年毕业于扬州大学体育学院，获教育学学士学位； 2000年毕业于扬州大学体育学院，获教育学硕士学位； 2003年毕业于华东师范大学体育与健康学院，获教育学博士学位； 2006年由北京大学医学部基础医学院博士后流动站出站； 2006年于北京师范大学体育运动学院工作至今； 2015年于美国密歇根大学访学。肾上腺髓质素功能多样性及在心血管疾病中的作用和机制，教育部，高等学校自然科学奖/2012.2/二等奖，第二完成人。",t_zhang liang,zhang liang,zhang liang associate professor doctoral supervisor master supervisor graduated from the school of physical education of yangzhou university in 1997 with a bachelors degree in education graduated from the school of physical education of yangzhou university in 2000 with a masters degree in education graduated from the school of physical education and health of east china normal university in 2003 with a doctorate in education in 2006 graduated from the postdoctoral mobile station of the school of basic medicine peking university health science center has been working at the school of physical education beijing normal university since 2006 and visited the university of michigan in the united states in 2015 functional diversity of adrenomedullin and its role and mechanism in cardiovascular diseases ministry of education natural science award of colleges and universities20122second prize second completer
T_余青原,余青原,余青原，硕士，副教授，从事消防灭火救援教学工作13年，多次获得“学员满意教员”、“优质课程”，获得“优秀教师”以及“教学竞赛一等奖”，参与多门精品课程建设，主持校级课题，教改项目。主编《消防供水》，著有《消防应急救援》、《古建筑的维修与保护》，获专利2项，发表论文20余篇。主持火场供水重点课程建设工作。,t_yu qingyuan,yu qingyuan,yu qingyuan masters degree associate professor has been engaged in fire extinguishing and rescue teaching for 13 years he has been awarded student satisfied teacher quality course excellent teacher and first prize in teaching competition many times and participated in the construction of many quality courses host school level topics and education reform projects chief editor of firefighting water supply author of firefighting emergency rescue maintenance and protection of ancient buildings obtained 2 patents and published more than 20 papers presided over the construction of key courses on fire water supply
T_杨秀琴,杨秀琴,杨秀琴，女，1970年4月生，学士，副教授。主要研究领域：中国语言文学。,t_yang xiuqin,yang xiuqin,yang xiuqin female born in april 1970 bachelors degree associate professor main research areas chinese language and literature
T_邓雪,邓雪,"博士，教授，硕士生导师。研究方向为投资组合与风险分析、金融工程分析。主要针对不确定环境下的投资组合模型构建、风险评估和算法进行研究。以第一作者在SCI二区Top期刊《Information Sciences》&《Applied Soft Computing》等重要期刊上发表科研教研论文30余篇。担任广东省精品资源共享课《微积分》（全英）主持人。近5年，主持教育部人文社科青年基金、主持广东省自然科学基金、主持广东省教改等省部级项目10余项。曾荣获“2016、2013年度中国百篇最具影响优秀国内学术论文”（第一作者，论文引用次数达2102次）；；华南理工大学教学优秀“南光奖”；广东省金融建模大赛“优秀指导教师奖”。现为华南理工大学数学学院教授，担任“广东省现场统计学会理事”。
Professor, School of Mathematics, South China University of Technology
Doctor, Professor, Master supervisor. Research interests include portfolio, risk analysis and financial engineering analysis. It mainly focuses on portfolio model construction, risk assessment and algorithm research in uncertain investment environment. She published more than 30 scientific research papers on such important Top journals SCI in the 2nd district as 《Information Sciences》 & 《Applied Soft Computing》 etc. She acts as a host to the project of the Resource Sharing Class 《Calculus (I)》 in English in Guangdong Province. In the past 5 years, she has presided more than 10 provincial and ministerial level projects including the “Ministry of Education, Humanities and Social Sciences Youth Fund”, the “Guangdong Provincial Natural Science Foundation” and other provincial and ministerial level projects. She has won the ""2016 and 2013 Annual Chinese 100 Most Influential Domestic Academic Papers"" (the first author, citation frequency of 2102 times); South China University of Technology Teaching Excellence ""Nanguang Award""; Guangdong Province Financial Modeling Contest ""Outstanding Instructor Award"". She is now a professor of mathematics at South China University of Technology and a director of the “Guangdong Provincial Institute of Scene Statistics”.",t_deng xue,deng xue,"doctor professor masters tutor his research directions include investment portfolio and risk analysis and financial engineering analysis mainly conducts research on portfolio model construction risk assessment and algorithms in uncertain environments as the first author he published more than 30 scientific research and teaching papers in important journals such as information sciences  applied soft computing the top journals in sci district 2 served as the host of guangdong provinces high quality resource sharing course calculus all in english in the past five years he has presided over more than 10 provincial and ministerial level projects such as the humanities and social sciences youth fund of the ministry of education the guangdong natural science foundation and the guangdong provincial education reform won the title of chinas 100 most influential and outstanding domestic academic papers in 2016 and 2013 first author 2102 citations south china university of technologys nanguang award for teaching excellence guangdong provincial financial modeling competition excellent mentor award he is currently a professor at the school of mathematics at south china university of technology and serves as the director of the guangdong provincial field statistics society
professor school of mathematics south china university of technology
doctor professor master supervisor research interests include portfolio risk analysis and financial engineering analysis it mainly focuses on portfolio model construction risk assessment and algorithm research in uncertain investment environment she published more than 30 scientific research papers on such important top journals sci in the 2nd district as information sciences  applied soft computing etc she acts as a host to the project of the resource sharing class calculus i in english in guangdong province in the past 5 years she has presided more than 10 provincial and ministerial level projects including the ministry of education humanities and social sciences youth fund the guangdong provincial natural science foundation and other provincial and ministerial level projects she has won the 2016 and 2013 annual chinese 100 most influential domestic academic papers the first author citation frequency of 2102 times south china university of technology teaching excellence nanguang award guangdong province financial modeling contest outstanding instructor award she is now a professor of mathematics at south china university of technology and a director of the guangdong provincial institute of scene statistics"
