user,course
U_7424764,C_course-v1:TsinghuaX+10430484X_2015_2+sp
U_10391062,C_course-v1:FUDANx+SOSC120007+2019_T1
U_10391063,C_course-v1:TsinghuaX+20430064_2X+sp
U_7551473,C_course-v1:TsinghuaX+90640012X+sp
U_7570248,C_course-v1:TsinghuaX+30640014X+sp
U_9813686,C_course-v1:TsinghuaX+20250064X+sp
U_9813684,C_course-v1:TsinghuaX+20250103X+sp
U_8548949,C_course-v1:TsinghuaX+30700313X+sp
U_9982259,C_course-v1:TsinghuaX+20220053X_2015_T2+sp
U_1942014,C_course-v1:MITx+6_00_1x+sp
U_10062668,C_course-v1:TsinghuaX+10610224X+sp
U_432897,C_course-v1:TsinghuaX+20250064+sp
U_7137944,C_course-v1:TsinghuaX+64100033X+SP
U_6110874,C_course-v1:TsinghuaX+40050455X+sp
U_6827722,C_course-v1:TsinghuaX+2018032801X+2018_T1
U_9957668,C_course-v1:TsinghuaX+30240243X+sp
U_611088,C_course-v1:MITx+6_00_1x+sp
U_1633515,C_course-v1:TsinghuaX+30700313X+sp
U_4185815,C_course-v1:TsinghuaX+20140064_2X+2018_sp
U_10250173,C_course-v1:TsinghuaX+80000271X+sp
U_7882882,C_course-v1:TsinghuaX+00691153X+sp
U_8806115,C_course-v1:TsinghuaX+80515522X+sp
U_11592282,C_course-v1:CSU+20180910X+2019_T1
U_9562361,C_course-v1:FudanX+SOSC120007+sp
U_8169533,C_course-v1:XJTU+C00204+sp
U_11745531,C_course-v1:TsinghuaX+00040132X+sp
U_8368276,C_course-v1:RiceX+AdvBIO_4x+sp
U_8368279,C_course-v1:DYU+dyuwgzbbm+sp
U_3204047,C_course-v1:TsinghuaX+00740113_1X+sp
U_242132,C_course-v1:TsinghuaX+30040323X+sp
U_10075753,C_course-v1:Tsinghua+Thesis2017X+2017_T1
U_11701058,C_course-v1:YSU+20180301002+2019_T1
U_9884865,C_course-v1:UST+UST001+sp
U_2811829,C_course-v1:TsinghuaX+00670122X+sp
U_500304,C_course-v1:TsinghuaX+00680082X+sp
U_8124024,C_course-v1:TsinghuaX+20120143X+sp
U_1897006,C_course-v1:TsinghuaX+64100033X+SP
U_11909253,C_course-v1:TsinghuaX+10610193X+sp
U_9897027,C_course-v1:TsinghuaX+30240184+sp
U_706707,C_course-v1:TsinghuaX+30240184+sp
U_6729222,C_course-v1:TsinghuaX+20250064+sp
U_2704958,C_course-v1:MITx+15_390_2x+sp
U_10632142,C_course-v1:TsinghuaX+80000901X_1+2019_T1
U_422591,C_course-v1:TsinghuaX+10421075X_2015_2+sp
U_8397563,C_course-v1:TsinghuaX+20220332X+2019_T1
U_23752,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp
U_8822932,C_course-v1:TsinghuaX+00612643X+sp
U_7746628,C_course-v1:TsinghuaX+30240184+sp
U_7782948,C_course-v1:TsinghuaX+30240184+sp
U_11005243,C_course-v1:MIL+MIL2016001+sp
U_7948802,C_course-v1:UST+UST001+sp
U_1945580,C_course-v1:UST+UST001+sp
U_2927368,C_course-v1:TsinghuaX+10421094X_2015_2+sp
U_1775897,C_course-v1:TsinghuaX+30240184+sp
U_1775898,C_course-v1:TsinghuaX+30240243X+sp
U_11589534,C_course-v1:TsinghuaX+10620204X+2019_T1
U_7834370,C_course-v1:TsinghuaX+00690863X+sp
U_9896982,C_course-v1:TsinghuaX+20250103X+sp
U_467041,C_course-v1:BNU+2018091301X+2019_T1
U_10196388,C_course-v1:TsinghuaX+20250064+sp
U_199058,C_course-v1:TsinghuaX+00690242+sp
U_8750022,C_course-v1:TsinghuaX+00740043X_2015_T2+sp
U_10578278,C_course-v1:TsinghuaX+00510663X+2019_T1
U_10581908,C_course-v1:WUT+1022817X+2019_T1
